1027,17.47274,78.56946,ECIL X Road,1167
1028,17.47763,78.56231,Radhika,1167
1029,17.48003,78.55683,A S Rao Nagar,1167
1031,17.48342,78.55002,SainikPuri,1167
1033,17.48209,78.53736,Neredmet X Road,1167
2011,17.47393,78.53852,Old Ps,1167
2012,17.46904,78.53908,Vinayaka Nagar,1167
2013,17.46514,78.53868,Krupa complex,1167
2014,17.46034,78.53559,Safilguda,1167
2015,17.45804,78.53672,Anand Bagh,1167
2032,17.45516,78.53529,r k nagar,1167
2016,17.44968,78.53658,Malkajgiri,1167
2017,17.44627,78.53569,Sairam Theatre,1167
2019,17.44213,78.53189,Mirzal Guda,1167
2028,17.43916,78.52867,lala guda,1167
2027,17.43946,78.52546,new bridge,1167
2022,17.43645,78.52004,Railway Hospital,1167
1286,17.43519,78.51428,Alagadda Baavi,1167
2082,17.43316,78.50713,Chilkalguda,1167
787,17.43451,78.50125,Secunderabad,1167
789,17.44295,78.49387,Patny,1167
790,17.4431,78.48618,Paradise x road,1167
855,17.44345,78.47596,Police Line,1167
791,17.44394,78.47126,Prakash Nagar,1167
857,17.44474,78.46559,Shoppers Stop,1167
792,17.44398,78.46142,ShyamLal,1167
1063,17.43558,78.45208,Lalbungalow,1167
1215,17.43702,78.44294,saradhi studio,1167
1216,17.43633,78.43928,state home,1167
941,17.43648,78.43389,Yousufguda Basti,1167
942,17.43688,78.4282,Yousufguda Checkpost,1167
943,17.43269,78.42651,Krishna Nagar,1167
940,17.43064,78.42103,Venkatagiri,1167
334,17.42869,78.41307,Jubilee Hills Checkpost,1167
314,17.42979,78.41068,Usha kiran,1167
332,17.43111,78.4074,Peddamma Temple,1167
331,17.43944,78.39594,Madhapur PS,1167
317,17.44093,78.39126,Madhapur petrol bunk,1167
318,17.44648,78.38487,Madhapur Image Hospital,1167
319,17.45238,78.38021,Hitech Shilparamam,1167
320,17.45547,78.37764,Hitex Kaman,1167
321,17.45771,78.37153,Satyam/Jayabheri,1167
322,17.45951,78.36616,Kothaguda X Road,1167
324,17.46494,78.36432,kondapur,1167

