1265,17.41995,78.34762,waverock,1555
2024,17.42235,78.33825,financial district,1555
1270,17.42606,78.34056,Wipro circle,1555
1271,17.43681,78.34723,Infosys,1555
911,17.44493,78.35318,iiit,1555
913,17.44101,78.36046,indira nagar,1555
1267,17.43993,78.3634,gachibowli pushpak,1555
2025,17.45263,78.36356,anjaiah nagar,1555
325,17.45886,78.367,kothaguda x road,1555
326,17.45593,78.3776,hitex kaman,1555
410,17.45087,78.38186,hitech City,1555
328,17.44389,78.38726,madhapur nift,1555
329,17.44111,78.39139,madhapur petrol bunk,1555
316,17.43933,78.39641,madhapur ps,1555
315,17.432,78.40704,peddamma temple,1555
333,17.43014,78.41156,usha kiran,1555
1055,17.42697,78.41573,jubilee hills checkpost,1555
974,17.43086,78.42086,venkatagiri,1555
1218,17.43023,78.42519,srinagar x road,1555
975,17.43262,78.42624,krishna nagar,1555
976,17.43685,78.42793,yousufguda checkpost,1555
977,17.43667,78.43215,yousufguda basti,1555
978,17.44134,78.4319,krishna kanth park,1555
979,17.44432,78.43308,kalyan nagar,1555
877,17.44026,78.44251,sr nagar,1555
1057,17.4347,78.44873,ameerpet,1555
1059,17.43553,78.45484,greenlands,1555
809,17.44436,78.46142,shyamlal,1555
859,17.44508,78.4654,shoppers stop,1555
810,17.44422,78.47192,prakash nagar,1555
860,17.44373,78.47615,police line,1555
1212,17.44358,78.48673,Paradise X Road,1555
812,17.44316,78.49619,patnY,1555
813,17.44116,78.50558,sangeeth,1555
1574,17.43695,78.50511,secunderabaD,1555
1287,17.43552,78.51428,alagadda baavi,1555
1288,17.4343,78.52111,mettuguda,1555
1289,17.42769,78.53173,tarnaka,1555
1290,17.4375,78.54388,lalapet,1555
1291,17.45319,78.56584,h b play ground,1555
1292,17.46317,78.56111,moulali unani dispensary,1555
1027,17.47274,78.56946,ECIL X Road,1555

