804,17.39505,78.44017,mehdipatnam,1421
816,17.39873,78.44518,sd hospital,1421
817,17.39888,78.4497,nmdc,1421
352,17.40287,78.4582,Mahavir Hospital,1421
344,17.40714,78.4663,telephone bhavan,1421
883,17.40807,78.47198,secretariat,1421
1683,17.41002,78.47597,mini tankbund,1421
1380,17.42263,78.48529,D B R Mills,1421
1381,17.42898,78.48897,Boats Club,1421
826,17.43541,78.48831,james street,1421
827,17.44042,78.48796,Paradise,1421
829,17.45634,78.48404,Tad Bund,1421
4025,17.46492,78.47268,Bowenpally police station,1421
2116,17.47616,78.47369,bowenpally checkpost,1421
2118,17.48731,78.47332,dairy farm,1421
2122,17.50004,78.47705,suchitra,1421
2125,17.50882,78.47927,jeedimetla village,1421
4027,17.51082,78.47932,Angadipeta,1421
2136,17.51878,78.48173,balaji hospital,1421
2137,17.53111,78.48766,prajay,1421
2127,17.5407,78.49089,dulapally x road,1421
4031,17.54422,78.49159,kompally,1421
4030,17.56499,78.49336,kompally bridge,1421
2128,17.56913,78.49365,Gundla pochampally,1421
4029,17.58028,78.49068,damber factory,1421
2129,17.59163,78.49287,kandlakoya,1421
2130,17.60453,78.49056,cmr college,1421
2131,17.61205,78.4871,ida medchal,1421
2132,17.61768,78.48569,checkpost,1421
2107,17.63382,78.48593,Medchal Depot,1421

