2141,17.36962,78.52541,Dilsukh Nagar Depot,1480
1758,17.37118,78.51478,musharam bagh,1480
1780,17.37623,78.51461,sripuram colony,1480
1703,17.3823,78.51813,ali cafe,1480
2087,17.39123,78.51613,amberpet,1480
889,17.3918,78.51082,6 Number,1480
1843,17.39853,78.51239,syndicate bank,1480
1847,17.40441,78.51506,shivam,1480
1327,17.40478,78.51234,SVES High School,1480
1567,17.40361,78.51051,Vidya Nagar,1480
923,17.40802,78.51165,RamNagar Gundu,1480
922,17.4105,78.50698,Ramnagar X Road,1480
921,17.40406,78.50386,VST,1480
353,17.40566,78.49948,RTC X Road / Bus Bhavan,1480
1188,17.40736,78.49667,rtc x road,1480
1163,17.41589,78.49845,raja delux,1480
1164,17.42011,78.50028,musheerabad police station,1480
1443,17.42498,78.50177,Gandhi Hospital,1480
2082,17.43316,78.50713,Chilkalguda,1480
4103,17.43471,78.50484,RethiFile busstation,1480

