436,17.32476,78.5662,Ngos colony,467
3000,17.32942,78.56563,government hospital,467
3001,17.32938,78.5688,red tank,467
2498,17.33132,78.56911,ganesh temple,467
1130,17.33294,78.55287,panama godown,467
3014,17.33939,78.56613,Vishnu Theatre,467
440,17.3427,78.55644,Chintalakunta Checkpost  ,467
2513,17.34639,78.55151,lb nagar ring road,467
959,17.34578,78.55033,LB NAgar,467
443,17.35576,78.54536,Ntr Nagar,467
444,17.36266,78.54357,Dwaraka Nagar,467
445,17.36703,78.54058,Kothapet,467
463,17.36824,78.53557,Fruit market,467
2446,17.36829,78.53228,Chaitanyapuri,467
485,17.36852,78.52475,Dilsukh Nagar,467
464,17.36949,78.51625,TV TOWER,467
465,17.37191,78.51014,Malakpet Super Bazaar,467
466,17.37296,78.5059,Chermas,467
467,17.37475,78.4989,Nalgonda X Road,467
1120,17.37717,78.4925,ChaderGhat,467
495,17.38475,78.48753,Koti Womens College,467
300,17.38299,78.48285,medical college,467
301,17.38781,78.47613,Abids GPO,467
487,17.38903,78.4734,Annapurna Hotel,467
302,17.39499,78.47036,Nampally Public Garden,467
303,17.39992,78.47028,Assembly,467
304,17.40322,78.46536,Lakdikapool,467
352,17.40287,78.4582,Mahavir Hospital,467
306,17.40429,78.45185,Masab Tank,467
800,17.39876,78.44937,NMDC,467
761,17.39798,78.44341,SD Hospital,467
762,17.39473,78.43841,Mehdipatnam,467

