1653,17.46303,78.61129,Cherlapally Village,1220
1655,17.4588,78.59532,Ganesh Temple,1220
1656,17.45552,78.58142,Hcl x Road,1220
1657,17.46769,78.57367,ECIL Factory,1220
1015,17.47235,78.5697,ecil x road,1220
1028,17.47763,78.56231,Radhika,1220
1029,17.48003,78.55683,A S Rao Nagar,1220
1031,17.48342,78.55002,SainikPuri,1220
1033,17.48209,78.53736,Neredmet X Road,1220
2011,17.47393,78.53852,Old Ps,1220
2012,17.46904,78.53908,Vinayaka Nagar,1220
2013,17.46514,78.53868,Krupa complex,1220
2014,17.46034,78.53559,Safilguda,1220
2015,17.45804,78.53672,Anand Bagh,1220
2016,17.44968,78.53658,Malkajgiri,1220
2018,17.44627,78.53569,Sairam Theatre,1220
2019,17.44213,78.53189,Mirzal Guda,1220
2020,17.43906,78.52893,Lala Guda,1220
2021,17.43931,78.52565,New Bridge,1220
2022,17.43645,78.52004,Railway Hospital,1220
1286,17.43519,78.51428,Alagadda Baavi,1220
2082,17.43316,78.50713,Chilkalguda,1220
815,17.43463,78.50146,secunderabad,1220
789,17.44295,78.49387,Patny,1220
790,17.4431,78.48618,Paradise x road,1220
791,17.44394,78.47126,Prakash Nagar,1220
793,17.43375,78.45587,RJ College,1220
794,17.42613,78.45083,Panjagutta,1220
795,17.41811,78.44891,banjara hills Road No 7,1220
407,17.41353,78.45047,care hospital,1220
340,17.4077,78.4512,pension office,1220
341,17.40415,78.45224,masab tank,1220
800,17.39876,78.44937,NMDC,1220
761,17.39798,78.44341,SD Hospital,1220
762,17.39473,78.43841,Mehdipatnam,1220

