804,17.39505,78.44017,mehdipatnam,1229
816,17.39873,78.44518,sd hospital,1229
817,17.39888,78.4497,nmdc,1229
306,17.40429,78.45185,Masab Tank,1229
307,17.40785,78.45095,Pension Office,1229
372,17.41321,78.45014,Care Hospital,1229
510,17.419,78.44786,Water Tank ,1229
493,17.42267,78.44934,Vengalrao Park Road 1,1229
806,17.42665,78.4513,panjagutta,1229
807,17.4307,78.45588,bluemoon hotel,1229
808,17.44251,78.4587,begumpet public school,1229
809,17.44436,78.46142,shyamlal,1229
810,17.44422,78.47192,prakash nagar,1229
811,17.44338,78.48793,paradise,1229
812,17.44316,78.49619,patnY,1229
813,17.44116,78.50558,sangeeth,1229
1574,17.43695,78.50511,secunderabaD,1229
1287,17.43552,78.51428,alagadda baavi,1229
1288,17.4343,78.52111,mettuguda,1229
1289,17.42769,78.53173,tarnaka,1229
1290,17.4375,78.54388,lalapet,1229
1317,17.45299,78.55355,industrial estate,1229
1478,17.45574,78.55524,zts,1229
1319,17.45431,78.56043,carbide,1229
1291,17.45319,78.56584,h b play ground,1229
1022,17.45549,78.56567,mangapuram,1229
1023,17.45808,78.56481,indira nagar,1229
1024,17.46015,78.56403,laXMI NAGAR,1229
1292,17.46317,78.56111,moulali unani dispensary,1229
1026,17.47066,78.56676,Kamala Nagar,1229
1027,17.47274,78.56946,ECIL X Road,1229
1433,17.48153,78.57598,kushaiguda,1229
2178,17.48018,78.58178,Nagarjuna nagar,1229
1946,17.47928,78.58539,Chakri Colony,1229
1948,17.47209,78.58994,cherlapally jail,1229
1952,17.47144,78.59718,cherlapally water tank,1229
1954,17.47132,78.60116,surana,1229
1956,17.47075,78.60884,chinna cherlapally,1229
1973,17.46306,78.61161,cherlapally village,1229

