3560,17.32697,78.60422,hayat nagar,1295
3558,17.3281,78.59922,RTC Colony,1295
3017,17.32999,78.59391,Hyt Depot X Road,1295
428,17.33293,78.58887,Bhagyalatha,1295
3035,17.33465,78.58526,High court colony,1295
429,17.33605,78.5793,Autonagar,1295
430,17.3367,78.57378,Sushma,1295
438,17.33783,78.56957,Panama Garden,1295
440,17.3427,78.55644,Chintalakunta Checkpost  ,1295
2088,17.34733,78.55148,LB Nagar Ring Road,1295
1815,17.35324,78.55563,kamineni,1295
994,17.36596,78.55697,alkapuri,1295
1817,17.36906,78.55718,snehapuri colony ,1295
995,17.37743,78.55763,nagole,1295
996,17.3964,78.55911,saraswathi nagar,1295
997,17.40227,78.55901,uppal x Road,1295
1819,17.40583,78.55541,survey of india ,1295
1821,17.41487,78.54583,ngri ,1295
1385,17.42121,78.53942,habsiguda,1295
1824,17.42628,78.53133,tarnaka ,1295
1288,17.4343,78.52111,mettuguda,1295
1286,17.43519,78.51428,Alagadda Baavi,1295
815,17.43463,78.50146,secunderabad,1295
789,17.44295,78.49387,Patny,1295
1585,17.44401,78.48728,ParadiSe,1295
850,17.45638,78.48384,tad bund,1295
849,17.46395,78.47263,bowenpally,1295
831,17.46257,78.46217,Ferozguda,1295
832,17.46367,78.4526,Shobana,1295
833,17.46753,78.44443,Balanagar,1295
835,17.47368,78.42695,Prashanth nagar,1295
836,17.48457,78.41178,Kukatpally,1295

