3730,17.3301,78.47073,FAROOQ NAGAR BUS STATION,1396
1812,17.32809,78.48001,chandrayanagutta,1396
3804,17.32924,78.48269,dlrl,1396
989,17.33047,78.48593,pool bagh,1396
1810,17.33161,78.48938,baba nagar ,1396
1849,17.33716,78.49683,DRDL,1396
990,17.34106,78.50262,pisalbanda,1396
1818,17.34355,78.50673,owaisi hospital,1396
1767,17.34685,78.50808,Yadagiri Theatre,1396
1114,17.35265,78.5065,I S SADAN,1396
1742,17.35951,78.50467,jaihind hotel,1396
1740,17.36382,78.50204,saidabad apseb,1396
1116,17.3678,78.50158,government Press,1396
1118,17.37461,78.49824,Nalgonda x road,1396
468,17.3773,78.49192,Chaderghat,1396
511,17.38573,78.48671,koti maternity hospital,1396
1579,17.39005,78.48536,Ramkoti,1396
363,17.39509,78.49008,ymca,1396
366,17.39735,78.49202,NArayanaguda,1396
367,17.40357,78.49524,chikkadapalli,1396
1188,17.40736,78.49667,rtc x road,1396
1163,17.41589,78.49845,raja delux,1396
1164,17.42011,78.50028,musheerabad police station,1396
1443,17.42498,78.50177,Gandhi Hospital,1396
1398,17.43478,78.50508,rethifile busstation,1396

