3560,17.32697,78.60422,hayat nagar,461
3558,17.3281,78.59922,RTC Colony,461
3017,17.32999,78.59391,Hyt Depot X Road,461
428,17.33293,78.58887,Bhagyalatha,461
3035,17.33465,78.58526,High court colony,461
429,17.33605,78.5793,Autonagar,461
430,17.3367,78.57378,Sushma,461
438,17.33783,78.56957,Panama Garden,461
3014,17.33939,78.56613,Vishnu Theatre,461
439,17.34073,78.56236,Chintalakunta,461
440,17.3427,78.55644,Chintalakunta Checkpost  ,461
441,17.34724,78.54985,Lb Nagar Ring road,461
442,17.35008,78.54759,Lb Nagar,461
443,17.35576,78.54536,Ntr Nagar,461
444,17.36266,78.54357,Dwaraka Nagar,461
445,17.36703,78.54058,Kothapet,461
463,17.36824,78.53557,Fruit market,461
485,17.36852,78.52475,Dilsukh Nagar,461
464,17.36949,78.51625,TV TOWER,461
465,17.37191,78.51014,Malakpet Super Bazaar,461
466,17.37296,78.5059,Chermas,461
467,17.37475,78.4989,Nalgonda X Road,461
468,17.3773,78.49192,Chaderghat,461
495,17.38475,78.48753,Koti Womens College,461
300,17.38299,78.48285,medical college,461
301,17.38781,78.47613,Abids GPO,461
302,17.39499,78.47036,Nampally Public Garden,461
303,17.39992,78.47028,Assembly,461
304,17.40322,78.46536,Lakdikapool,461
305,17.40333,78.45635,Mahavir Hospital JNTU,461
800,17.39876,78.44937,NMDC,461
761,17.39798,78.44341,SD Hospital,461
762,17.39473,78.43841,Mehdipatnam,461

