1243,17.37847,78.48182,CBS,113
1246,17.37373,78.47658,Afzalgunj,113
1247,17.38005,78.47501,Osmangunj,113
1635,17.38059,78.47527,mozamjahi market,113
1248,17.38806,78.47153,Gandhi bavan ,113
302,17.39499,78.47036,Nampally Public Garden,113
304,17.40322,78.46536,Lakdikapool,113
1344,17.40897,78.46044,shadan college,113
896,17.4146,78.45837,Khairatabad,113
897,17.42037,78.45603,Erramanzil,113
898,17.42308,78.45439,NIMS Hospital,113
899,17.43181,78.44748,Ameerpet,113
900,17.43752,78.44342,Mythrivanam,113
901,17.44305,78.44067,SR Nagar,113
902,17.44799,78.4378,ESI Hospital,113
903,17.4566,78.4336,Erragadda,113
904,17.46707,78.4287,Bharat Nagar,113
905,17.47027,78.42707,Moosapet,113
845,17.47469,78.42555,prashanth nagar,113
1250,17.46821,78.44617,Bala Nagar,113
1463,17.48743,78.45009,IDPL Colony,113
1464,17.49085,78.45087,Ganesh nagar,113
1465,17.49562,78.452,Chintal,113
1084,17.51158,78.44755,Shapur X Road,113
1083,17.51588,78.44689,Shapur Nagar,113
1080,17.52289,78.44329,Substation,113
1068,17.52685,78.43976,Jeedimetla,113
1078,17.52739,78.43978,jeedimetla depot ,113

