1734,17.30497,78.52531,Badangpet ,246
1765,17.31269,78.52297,udyog nagar,246
1875,17.31585,78.5226,lenin nagar,246
1750,17.31936,78.51905,balapur x road,246
1844,17.32499,78.51422,midhani township,246
1782,17.33343,78.50904,bdl,246
1867,17.3374,78.5056,Lab Quarters Gate,246
990,17.34106,78.50262,pisalbanda,246
1818,17.34355,78.50673,owaisi hospital,246
1767,17.34685,78.50808,Yadagiri Theatre,246
1114,17.35265,78.5065,I S SADAN,246
1742,17.35951,78.50467,jaihind hotel,246
1740,17.36382,78.50204,saidabad apseb,246
1116,17.3678,78.50158,government Press,246
1118,17.37461,78.49824,Nalgonda x road,246
468,17.3773,78.49192,Chaderghat,246
511,17.38573,78.48671,koti maternity hospital,246
1579,17.39005,78.48536,Ramkoti,246
363,17.39509,78.49008,ymca,246
366,17.39735,78.49202,NArayanaguda,246
367,17.40357,78.49524,chikkadapalli,246
1188,17.40736,78.49667,rtc x road,246
1163,17.41589,78.49845,raja delux,246
1164,17.42011,78.50028,musheerabad police station,246
1443,17.42498,78.50177,Gandhi Hospital,246
1398,17.43478,78.50508,rethifile busstation,246

