2088,17.34733,78.55148,LB Nagar Ring Road,447
1815,17.35324,78.55563,kamineni,447
994,17.36596,78.55697,alkapuri,447
1817,17.36906,78.55718,snehapuri colony ,447
995,17.37743,78.55763,nagole,447
996,17.3964,78.55911,saraswathi nagar,447
997,17.40227,78.55901,uppal x Road,447
1819,17.40583,78.55541,survey of india ,447
1821,17.41487,78.54583,ngri ,447
1385,17.42121,78.53942,habsiguda,447
1824,17.42628,78.53133,tarnaka ,447
1285,17.43407,78.52089,Mettuguda,447
1286,17.43519,78.51428,Alagadda Baavi,447
1445,17.43223,78.50566,Chilkalguda,447
2084,17.43631,78.49999,SECUNDERABAD,447
1586,17.44053,78.49793,clock tower,447
1001,17.44949,78.49643,jbs,447

