1200,17.607,78.41631,Dundigal,800
1229,17.59132,78.41829,d pochampally,800
1231,17.57462,78.4235,gandimaisamma x road,800
1235,17.56,78.43104,bahadurpally x road,800
1076,17.54058,78.43393,suraram x road,800
1073,17.5267,78.44024,jeedimetla,800
1079,17.52253,78.44376,substation,800
1081,17.51366,78.44741,shapur nagar,800
1082,17.51025,78.44798,shapur x road,800
1085,17.50234,78.45077,HMT Busstop,800
1086,17.49544,78.45234,Chintal,800
1087,17.49111,78.45137,ganesh nagar,800
1088,17.48581,78.44992,idpl colony,800
833,17.46753,78.44443,Balanagar,800
835,17.47368,78.42695,Prashanth nagar,800
873,17.47162,78.42642,moosapet,800
874,17.46707,78.42906,bharat nagar,800
875,17.453,78.43559,erragadda,800
876,17.4461,78.4392,esi hospital,800
877,17.44026,78.44251,sr nagar,800
878,17.43162,78.448,ameerpet,800
879,17.42356,78.4544,nims hospital,800
880,17.41947,78.45689,erramanzil,800
881,17.41629,78.45771,khairatabad rto office,800
882,17.41242,78.4607,KhairatabaD,800
343,17.40593,78.46313,lakdikapool,800
345,17.40216,78.46871,assembly/air,800
1244,17.3962,78.47122,nampally,800
1239,17.38888,78.47121,gandhi bavan,800
1240,17.38036,78.47517,osmangunj,800
1242,17.37377,78.47804,afzalgunj,800

